mapping_id,rxn_id_modified,rxn_id,rxn_description,used_,comments_,reactants_elements_tracked,products_elements_tracked,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
full01,FHL,FHL,,TRUE,individual,C,C,1*for_c,a,1*co2_c,a
full01,FORt2pp,FORt2pp,,TRUE,individual,C,C,1*for_p,a,1*for_c,a
full01,FORtex,FORtex,,TRUE,individual,C,C,1*for_e,a,1*for_p,a
full01,FORt2pp_reverse,FORt2pp_reverse,,TRUE,individual,C,C,1*for_c,a,1*for_p,a
full01,FORtex_reverse,FORtex_reverse,,TRUE,individual,C,C,1*for_p,a,1*for_e,a
full01,FRD2,FRD2,,TRUE,individual,C,C,1*fum_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,FRD3,FRD3,,TRUE,individual,C,C,1*fum_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,FTHFD,FTHFD,,TRUE,individual,C,C,1*10fthf_c,a,1*for_c,a
full01,FUMt2_2pp,FUMt2_2pp,,TRUE,individual,C,C,1*fum_p,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
full01,FUMt2_3pp,FUMt2_3pp,,TRUE,individual,C,C,1*fum_p,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
full01,G1PPpp,G1PPpp,,TRUE,individual,C,C,1*g1p_c,abcdef,1*glc_DASH_D_c,abcdef
full01,G3PD2,G3PD2,,TRUE,individual,C,C,1*glyc3p_c,abc,1*dhap_c,abc
full01,G3PD2_reverse,G3PD2_reverse,,TRUE,individual,C,C,1*dhap_c,abc,1*glyc3p_c,abc
full01,G3PD5,G3PD5,,TRUE,individual,C,C,1*glyc3p_c,abc,1*dhap_c,abc
full01,G3PD6,G3PD6,,TRUE,individual,C,C,1*glyc3p_c,abc,1*dhap_c,abc
full01,G3PD7,G3PD7,,TRUE,individual,C,C,1*glyc3p_c,abc,1*dhap_c,abc
full01,G3PT,G3PT,,TRUE,individual,C,C,1*glyc3p_c,def,0.5*glyc_c+0.5*glyc_c,def+fed
full01,G5SADs,G5SADs,,TRUE,individual,C,C,1*glu5sa_c,abcde,1*1pyr5c_c,abcde
full01,G6PDH2r,G6PDH2r,,TRUE,individual,C,C,1*g6p_c,abcdef,1*6pgl_c,abcdef
full01,G6PDH2r_reverse,G6PDH2r_reverse,,TRUE,individual,C,C,1*6pgl_c,abcdef,1*g6p_c,abcdef
full01,GAPD,GAPD,,TRUE,individual,C,C,1*g3p_c,abc,1*13dpg_c,abc
full01,GAPD_reverse,GAPD_reverse,,TRUE,individual,C,C,1*13dpg_c,abc,1*g3p_c,abc
full01,GHMT2r,GHMT2r,,TRUE,individual,C,C,1*ser_DASH_L_c,abc,1*gly_c+1*mlthf_c,ab+c
full01,GHMT2r_reverse,GHMT2r_reverse,,TRUE,individual,C,C,1*gly_c+1*mlthf_c,ab+c,1*ser_DASH_L_c,abc
full01,GK1_Abbreviated,GK1,,FALSE,modified,C,C,1*atp_c+1*gmp_c,abcdefghij+klmnopqrst,1*adp_c+1*gdp_c,abcdefghij+klmnopqrst
full01,GK1,GK1,,TRUE,modified,C,C,1*atp_c+1*gmp_c,abcdefghij+klmnopqrst,1*adp_c+1*gdp_c,abcdefghij+klmnopqrst
full01,GLCP_Abbreviated,GLCP,,FALSE,individual,C,C,,,,
full01,GLCP,GLCP,,TRUE,individual,C,C,1*glycogen_c,abcdef,1*g1p_c,abcdef
full01,GLCptspp,GLCptspp,,TRUE,individual,C,C,1*glc_DASH_D_e+1*pep_c,abcdef+ghi,1*g6p_c+1*pyr_c,abcdef+ghi
full01,GLNS,GLNS,,TRUE,individual,C,C,1*glu_DASH_L_c,abcde,1*gln_DASH_L_c,abcde
full01,GLUDC,GLUDC,,TRUE,individual,C,C,1*glu_DASH_L_c,abcde,1*4abut_c+1*co2_c,edcb+a
full01,GLUDy,GLUDy,,TRUE,individual,C,C,1*glu_DASH_L_c,abcde,1*akg_c,abcde
full01,GLUDy_reverse,GLUDy_reverse,,TRUE,individual,C,C,1*akg_c,abcde,1*glu_DASH_L_c,abcde
full01,GLUN,GLUN,,TRUE,individual,C,C,1*gln_DASH_L_c,abcde,1*glu_DASH_L_c,abcde
full01,GLUSy,GLUSy,,TRUE,individual,C,C,1*akg_c+1*gln_DASH_L_c,abcde+fghij,1*glu_DASH_L_c+1*glu_DASH_L_c,abcde+fghij
full01,GLXCL,GLXCL,,TRUE,individual,C,C,1*glx_c+1*glx_c,ab+cd,1*2h3oppan_c+1*co2_c,abd+c
full01,GLYCDx,GLYCDx,,TRUE,individual,C,C,1*glyc_c,abc,0.5*dha_c+0.5*dha_c,abc+cba
full01,GLYCK,GLYCK,,TRUE,individual,C,C,1*glyc_DASH_R_c,abc,1*3pg_c,abc
full01,GLYCL,GLYCL,,TRUE,individual,C,C,1*gly_c,ab,1*co2_c+1*mlthf_c,a+b
full01,GLYCLTDx,GLYCLTDx,,TRUE,individual,C,C,1*glx_c,ab,1*glyclt_c,ab
full01,GLYCLTDy,GLYCLTDy,,TRUE,individual,C,C,1*glx_c,ab,1*glyclt_c,ab
full01,GLYCtex,GLYCtex,,TRUE,individual,C,C,1*glyc_e,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
full01,GLYCtpp,GLYCtpp,,TRUE,individual,C,C,1*glyc_p,abc,0.5*glyc_c+0.5*glyc_c,abc+cba
full01,GLYCtex_reverse,GLYCtex_reverse,,TRUE,individual,C,C,1*glyc_p,abc,0.5*glyc_e+0.5*glyc_e,abc+cba
full01,GLYCtpp_reverse,GLYCtpp_reverse,,TRUE,individual,C,C,1*glyc_c,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
full01,GLYCTO2,GLYCTO2,,TRUE,individual,C,C,1*glyclt_c,ab,1*glx_c,ab
full01,GLYCTO3,GLYCTO3,,TRUE,individual,C,C,1*glyclt_c,ab,1*glx_c,ab
full01,GLYCTO4,GLYCTO4,,TRUE,individual,C,C,1*glyclt_c,ab,1*glx_c,ab
full01,GLYK,GLYK,,TRUE,individual,C,C,0.5*glyc_c+0.5*glyc_c,abc+cba,1*glyc3p_c,abc
full01,GND,GND,,TRUE,individual,C,C,1*6pgc_c,abcdef,1*co2_c+1*ru5p_DASH_D_c,a+bcdef
full01,GTHOr_Abbreviated,GTHOr,,FALSE,add glutathione synthesis,C,C,,,,
full01,GTHOr,GTHOr,,TRUE,add glutathione synthesis,C,C,1*gthox_c,abcdefghijklmnopqrst,1*gthrd_c+1*gthrd_c,abcdefghij+klmnopqrst
full01,GTHOr_reverse_Abbreviated,GTHOr_reverse,,FALSE,add glutathione synthesis,C,C,,,,
full01,GTHOr_reverse,GTHOr_reverse,,TRUE,add glutathione synthesis,C,C,1*gthrd_c+1*gthrd_c,abcdefghij+klmnopqrst,1*gthox_c,abcdefghijklmnopqrst
full01,GLUCYS,GLUCYS,,TRUE,added GTHSYN,C,C,1*glu_DASH_L_c+1*cys_DASH_L_c,abcde+fgh,1*glucys_c,abcdegfh
full01,GTHS,GTHS,,TRUE,added GTHSYN,C,C,1*glucys_c+1*gly_c,abcdefgh+ij,1*gthrd_c,abcdefgjih
full01,GTHSYN,GTHSYN,"[GLUCYS,GTHS]",TRUE,combo,C,C,1*glu_DASH_L_c+1*cys_DASH_L_c+1*gly_c,abcde+fgh+ij,,
full01,HCO3E,HCO3E,,TRUE,individual,C,C,1*co2_c,a,1*hco3_c,a
full01,HCO3E_reverse,HCO3E_reverse,,TRUE,individual,C,C,1*hco3_c,a,1*co2_c,a
full01,HEX1,HEX1,,TRUE,individual,C,C,1*glc_DASH_D_c,abcdef,1*g6p_c,abcdef
full01,prpp_to_his_DASH_L,prpp_to_his_DASH_L,"[ATPPRT,PRATPP,PRAMPC,PRMICI,IG3PS,IGPDH,HSTPT,HISTP,HISTD]",TRUE,combo,C,C,1*atp_c+1*gln_DASH_L_c+1*prpp_c,123456789a+bcdef+ghijk,1*aicar_c+1*akg_c+1*his_DASH_L_c,12345789a+bcdef+kjihg6
full01,HSDy,HSDy,,TRUE,individual,C,C,1*hom_DASH_L_c,abcd,1*aspsa_c,abcd
full01,HSDy_reverse,HSDy_reverse,,TRUE,individual,C,C,1*aspsa_c,abcd,1*hom_DASH_L_c,abcd
full01,ICDHyr,ICDHyr,,TRUE,individual,C,C,1*icit_c,abcdef,1*akg_c+1*co2_c,abcde+f
full01,ICDHyr_reverse,ICDHyr_reverse,,TRUE,individual,C,C,1*akg_c+1*co2_c,abcde+f,1*icit_c,abcdef
full01,ICL,ICL,,TRUE,individual,C,C,1*icit_c,abcdef,1*glx_c+0.5*succ_c+0.5*succ_c,ab+fcde+edcf
full01,ILETA,ILETA,,TRUE,individual,C,C,1*akg_c+1*ile_DASH_L_c,abcde+fghijk,1*3mop_c+1*glu_DASH_L_c,fghijk+abcde
full01,ILETA_reverse,ILETA_reverse,,TRUE,individual,C,C,1*3mop_c+1*glu_DASH_L_c,fghijk+abcde,1*akg_c+1*ile_DASH_L_c,abcde+fghijk
full01,ADSL2r,ADSL2r,,TRUE,added IMPSYN1,C,C,1*25aics_c,abcdefghijklm,1*aicar_c+0.5*fum_c+0.5*fum_c,abcdefghi+jklm+mlkj
full01,AICART,AICART,,TRUE,added IMPSYN1,C,C,1*aicar_c+1*10fthf_c,abcdefghi+j,1*fprica_c,abcdejfghi
full01,AIRC2,AIRC2,,TRUE,added IMPSYN1,C,C,1*air_c+1*hco3,abcdefgh+i,1*5caiz_c,abcdefgih
full01,AIRC3_reverse,AIRC3_reverse,,TRUE,added IMPSYN1,C,C,1*5caiz_c,abcdefghi,1*5aizc_c,abcdefghi
full01,GARFT,GARFT,,TRUE,added IMPSYN1,C,C,1*gar_c+1*10fthf_c,abcdefg+h,1*fgam_c,abcdefgh
full01,GART,GART,,TRUE,added IMPSYN1,C,C,1*gar_c+1*for_c,abcdefg+h,1*fgam_c,abcdefgh
full01,GLUPRT,GLUPRT,,TRUE,added IMPSYN1,C,C,1*prpp_c,abcde,1*pram_c,abcde
full01,IMPC_reverse,IMPC_reverse,,TRUE,added IMPSYN1,C,C,1*fprica_c,abcdefghij,1*imp_c,abcdefghij
full01,IMPSYN_1,IMPSYN_1,"[GLUPRT,PRAGSr,PRFGS,PRAIS]",TRUE,combo,C,C,1*prpp_c+1*gly_c+1*fgam_c,abcde+fg+hijklmno,1*gar_c+1*air_c,abcdefg+hijklmno
full01,IMPSYN_2,IMPSYN_2,"[AIRC2,AIRC3_reverse,PRASCSi,ADSL2r]",TRUE,combo,C,C,1*air_c+1*hco3+1*asp_DASH_L_c,abcdefgh+i+jklm,1*aicar_c+0.5*fum_c+0.5*fum_c,abcdefghi+jklm+mlkj
full01,IMPSYN_3,IMPSYN_3,"[AICART,IMPC_reverse]",TRUE,combo,C,C,1*aicar_c+1*10fthf_c,abcdefghi+j,1*imp_c,abcdejfghi
full01,PRAGSr,PRAGSr,,TRUE,added IMPSYN1,C,C,1*pram_c+1*gly_c,abcde+fg,1*gar_c,abcdefg
full01,PRAGSr_reverse,PRAGSr_reverse,,TRUE,added IMPSYN1,C,C,1*gar_c,abcdefg,1*pram_c+1*gly_c,abcde+fg
full01,PRAIS,PRAIS,,TRUE,added IMPSYN1,C,C,1*fpram_c,abcdefgh,1*air_c,abcdefgh
full01,PRASCSi,PRASCSi,,TRUE,added IMPSYN1,C,C,1*5aizc_c+1*asp_DASH_L_c,abcdefghi+jklm,1*25aics_c,abcdefghijklm
full01,PRFGS,PRFGS,,TRUE,added IMPSYN1,C,C,1*fgam_c,abcdefgh,1*fpram_c,abcdefgh
full01,IPMD,IPMD,,TRUE,individual,C,C,1*3c2hmp_c,abcdefg,1*3c4mop_c,abcdefg
full01,IPPMIa,IPPMIa,,TRUE,individual,C,C,1*3c2hmp_c,abcdefg,1*2ippm_c,abcdefg
full01,IPPMIa_reverse,IPPMIa_reverse,,TRUE,individual,C,C,1*2ippm_c,abcdefg,1*3c2hmp_c,abcdefg
full01,IPPMIb,IPPMIb,,TRUE,individual,C,C,1*2ippm_c,abcdefg,1*3c3hmp_c,abcdefg
full01,IPPMIb_reverse,IPPMIb_reverse,,TRUE,individual,C,C,1*3c3hmp_c,abcdefg,1*2ippm_c,abcdefg
full01,IPPS,IPPS,,TRUE,individual,C,C,1*3mob_c+1*accoa_c,abcde+ABCDEFGHIJKLMNOPQRSTUfg,1*3c3hmp_c+1*coa_c,fgbcdae+ABCDEFGHIJKLMNOPQRSTU
full01,IPPS_coaNEG,IPPS,,FALSE,individual,C,C,1*3mob_c+1*accoa_c,abcde+fg,1*3c3hmp_c,fgbcdae
full01,LDH_D,LDH_D,,TRUE,individual,C,C,1*lac_DASH_D_c,abc,1*pyr_c,abc
full01,LDH_D_reverse,LDH_D_reverse,,TRUE,individual,C,C,1*pyr_c,abc,1*lac_DASH_D_c,abc
full01,LDH_D2,LDH_D2,,TRUE,individual,C,C,1*lac_DASH_D_c,abc,1*pyr_c,abc
full01,LEUTAi,LEUTAi,,TRUE,individual,C,C,1*4mop_c+1*glu_DASH_L_c,abcdef+ghijk,1*akg_c+1*leu_DASH_L_c,ghijk+abcdef
full01,L_DASH_LACD2,L_DASH_LACD2,,TRUE,individual,C,C,1*lac_DASH_L_c,abc,1*pyr_c,abc
full01,L_DASH_LACD3,L_DASH_LACD3,,TRUE,individual,C,C,1*lac_DASH_L_c,abc,1*pyr_c,abc
full01,L_DASH_LACt2rpp,L_DASH_LACt2rpp,,TRUE,individual,C,C,1*lac_DASH_L_p,abc,1*lac_DASH_L_c,abc
full01,L_DASH_LACtex,L_DASH_LACtex,,TRUE,individual,C,C,1*lac_DASH_L_e,abc,1*lac_DASH_L_p,abc
full01,L_DASH_LACt2rpp_reverse,L_DASH_LACt2rpp_reverse,,TRUE,individual,C,C,1*lac_DASH_L_c,abc,1*lac_DASH_L_p,abc
full01,L_DASH_LACtex_reverse,L_DASH_LACtex_reverse,,TRUE,individual,C,C,1*lac_DASH_L_p,abc,1*lac_DASH_L_e,abc
full01,MALS,MALS,,TRUE,individual,C,C,1*accoa_c+1*glx_c,ABCDEFGHIJKLMNOPQRSTUab+cd,1*coa_c+1*mal_DASH_L_c,ABCDEFGHIJKLMNOPQRSTU+cdba
full01,MALS_coaNEG,MALS,,FALSE,individual,C,C,1*accoa_c+1*glx_c,ab+cd,1*mal_DASH_L_c,cdba
full01,MDH,MDH,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
full01,MDH_reverse,MDH_reverse,,TRUE,individual,C,C,1*oaa_c,abcd,1*mal_DASH_L_c,abcd
full01,MDH2,MDH2,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
full01,MDH3,MDH3,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
full01,ME1,ME1,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*co2_c+1*pyr_c,d+abc
full01,ME2,ME2,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*co2_c+1*pyr_c,d+abc
full01,MTHFC,MTHFC,,TRUE,individual,C,C,1*methf_c,a,1*10fthf_c,a
full01,MTHFC_reverse,MTHFC_reverse,,TRUE,individual,C,C,1*10fthf_c,a,1*methf_c,a
full01,MTHFD,MTHFD,,TRUE,individual,C,C,1*mlthf_c,a,1*methf_c,a
full01,MTHFD_reverse,MTHFD_reverse,,TRUE,individual,C,C,1*methf_c,a,1*mlthf_c,a
full01,MTHFR2,MTHFR2,,TRUE,individual,C,C,1*mlthf_c,a,1*5mthf_c,a
full01,NACODA,NACODA,,TRUE,individual,C,C,1*acg5sa_c,abcdefg,1*ac_c+1*glu5sa_c,fg+abcde
full01,ASPO6,ASPO6,,TRUE,add NADSYN_aerobic,C,C,1*asp_DASH_L_c,abcd,1*iasp_c,abcd
full01,NADK,NADK,,TRUE,add NADSYN_aerobic,C,C,1*nad_c,abcdefghijklmnopqrstu,1*nadp_c,abcdefghijklmnopqrstu
full01,NADS1,NADS1,,TRUE,add NADSYN_aerobic,C,C,1*dnad_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
full01,NADSYN_aerobic_Abbreviated,NADSYN_aerobic,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",FALSE,combo,C,C,1*dhap_c+1*prpp_c+1*asp_DASH_L_c,abc+defgh+ijkl,1*co2_c,i
full01,NADSYN_aerobic,NADSYN_aerobic,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,combo,C,C,1*dhap_c+1*prpp_c+1*asp_DASH_L_c+1*atp_c,abc+defgh+ijkl+123456789A,1*nad_c+1*co2_c,defghjklabc123456789A+i
full01,NNATr,NNATr,,TRUE,add NADSYN_aerobic,C,C,1*nicrnt_c+1*atp_c,abcdefghijk+lmnopqrstuv,1*dnad_c,abcdefghijklmnopqrstu
full01,NNDPR,NNDPR,,TRUE,add NADSYN_aerobic,C,C,1*quln_c+1*prpp_c,abcdefg+ABCDE,1*nicrnt_c+1*co2_c,ABCDEbcdefg+a
full01,QULNS,QULNS,,TRUE,add NADSYN_aerobic,C,C,1*iasp_c+1*dhap_c,abcd+efg,1*quln_c,abcdefg
full01,ASPO5,ASPO5,,TRUE,add NADSYN_anaerobic,C,C,1*asp_DASH_L_c+1*fum_c,abcd+efgh,1*iasp_c+0.5*succ_c+0.5*succ_c,abcd+efgh+hgfe
full01,NADK,NADK,,TRUE,add NADSYN_anaerobic,C,C,1*nad_c,abcdefghijklmnopqrstu,1*nadp_c,abcdefghijklmnopqrstu
full01,NADS1,NADS1,,TRUE,add NADSYN_anaerobic,C,C,1*dnad_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
full01,NADSYN_anaerobic,NADSYN_anaerobic,"[ASPO5,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,combo,C,C,,,,
full01,NNATr,NNATr,,TRUE,add NADSYN_anaerobic,C,C,1*nicrnt_c+1*atp_c,abcdefghijk+lmnopqrstuv,1*dnad_c,abcdefghijklmnopqrstu
full01,NNDPR,NNDPR,,TRUE,add NADSYN_anaerobic,C,C,1*quln_c+1*prpp_c,abcdefg+ABCDE,1*nicrnt_c+1*co2_c,ABCDEbcdefg+a
full01,QULNS,QULNS,,TRUE,add NADSYN_anaerobic,C,C,1*iasp_c+1*dhap_c,abcd+efg,1*quln_c,abcdefg
full01,NDPK1_Abbreviated,NDPK1,,FALSE,modified,C,C,1*atp_c+1*gdp_c,abcdefghij+klmnopqrst,1*adp_c+1*gtp_c,abcdefghij+klmnopqrst
full01,NDPK1,NDPK1,,TRUE,modified,C,C,1*atp_c+1*gdp_c,abcdefghij+klmnopqrst,1*adp_c+1*gtp_c,abcdefghij+klmnopqrst
full01,NDPK2_Abbreviated,NDPK2,,FALSE,modified,C,C,,,,
full01,NDPK2,NDPK2,,TRUE,modified,C,C,1*atp_c+1*udp_c,abcdefghij+klmnopqrs,1*adp_c+1*utp_c,abcdefghij+klmnopqrs
full01,NDPK3_Abbreviated,NDPK3,,FALSE,modified,C,C,,,,
full01,NDPK3,NDPK3,,TRUE,modified,C,C,1*atp_c+1*cdp_c,abcdefghij+klmnopqrs,1*adp_c+1*ctp_c,abcdefghij+klmnopqrs
full01,5DGLCNR,5DGLCNR,,FALSE,not included; growth on L-idonate,C,C,1*5dglcn_c,abcdef,1*glcn_c,abcdef
full01,5DGLCNR_reverse,5DGLCNR_reverse,,FALSE,not included; growth on L-idonate,C,C,1*glcn_c,abcdef,1*5dglcn_c,abcdef
full01,A5PISO,A5PISO,,TRUE,individual,C,C,1*ru5p_DASH_D_c,abcde,1*ara5p_c,abcde
full01,A5PISO,A5PISO,,TRUE,individual,C,C,1*ru5p_DASH_D_c,abcde,1*ara5p_c,abcde
full01,A5PISO_reverse,A5PISO_reverse,,TRUE,individual,C,C,1*ara5p_c,abcde,1*ru5p_DASH_D_c,abcde
full01,A5PISO_reverse,A5PISO_reverse,,TRUE,individual,C,C,1*ara5p_c,abcde,1*ru5p_DASH_D_c,abcde
full01,ACCOAC,ACCOAC,,TRUE,individual,C,C,1*hco3_c+1*accoa_c,a+ABCDEFGHIJKLMNOPQRSTUbc,1*malcoa_c,ABCDEFGHIJKLMNOPQRSTUbca
full01,ACCOAC_coaNEG,ACCOAC,,FALSE,individual,C,C,1*hco3_c+1*accoa_c,a+bc,1*malcoa_c,bca
full01,ACCOAL,ACCOAL,,TRUE,individual; growth on proprionate,C,C,1*ppa_c,abc,1*ppcoa_c,abc
full01,ACGAMK,ACGAMK,,TRUE,individual,C,C,,,,
full01,ACM6PH,ACM6PH,,FALSE,not included; growth on acmum6p,C,C,,,,
full01,ADK1_reverse_Abbreviated,ADK1_reverse,,FALSE,individual,C,C,,,,
full01,ADK1_reverse,ADK1_reverse,,TRUE,individual,C,C,1*adp_c+1*adp_c,abcdefghij+klmnopqrst,1*amp_c+1*atp_c,abcdefghij+klmnopqrst
full01,ADK3_reverse_Abbreviated,ADK3_reverse,,FALSE,individual,C,C,,,,
full01,ADK3_reverse,ADK3_reverse,,TRUE,individual,C,C,1*gdp_c+1*adp_c,abcdefghij+klmnopqrst,1*gtp_c+1*amp_c,abcdefghij+klmnopqrst
full01,ADK4_reverse_Abbreviated,ADK4_reverse,,FALSE,individual,C,C,,,,
full01,ADK4_reverse,ADK4_reverse,,TRUE,individual,C,C,1*idp_c+1*adp_c,abcdefghij+klmnopqrst,1*amp_c+1*itp_c,klmnopqrst+abcdefghij
full01,ADNCYC_Abbreviated,ADNCYC,adenylate cyclase,FALSE,individual,C,C,,,,
full01,ADNCYC,ADNCYC,adenylate cyclase,TRUE,individual,C,C,1*atp_c,abcdefghij,1*camp_c,abcdefghij
full01,ADNK1_Abbreviated,ADNK1,adenosine kinase,FALSE,individual,C,C,,,,
full01,ADNK1,ADNK1,adenosine kinase,TRUE,individual,C,C,1*adn_c+1*atp_c,abcdefghij+klmnopqrst,1*adp_c+1*amp_c,abcdefghij+klmnopqrst
full01,ADNUC,ADNUC,,FALSE,not included; growth on acmum6p,C,C,,,,
full01,ADPRDP_Abbreviated,ADPRDP,,FALSE,add NADSALVAGE,C,C,,,,
full01,ADPRDP,ADPRDP,,TRUE,add NADSALVAGE,C,C,1*adprib_c,abcdefghijklmno,1*r5p_c+1*amp_c,abcde+fghijklmno
full01,ADPT_Abbreviated,ADPT,,FALSE,individual,C,C,1*prpp_c,abcde,,
full01,ADPT,ADPT,,TRUE,individual,C,C,1*ade_c+1*prpp_c,abcde+fghij,1*amp_c,abcdefghij
full01,AGDC,AGDC,,FALSE,not included; growth on acmum6p,C,C,,,,
full01,AHCYSNS,AHCYSNS,,TRUE,individual,C,C,1*ahcys_c,123456789Aabcd,,
full01,ALAALAr,ALAALAr,,TRUE,individual,C,C,1*ala_DASH_D_c+1*ala_DASH_D_c,abc+def,,
full01,ALCD19,ALCD19,,TRUE,individual,C,C,1*glyald_c,abc,1*glyc_c,abc
full01,ALCD19_reverse,ALCD19_reverse,,TRUE,individual,C,C,1*glyc_c,abc,1*glyald_c,abc
full01,ALDD19xr,ALDD19xr,,FALSE,not included; growth on 2-phenylethylamine,C,C,,,,
full01,ALDD19xr_reverse,ALDD19xr_reverse,,FALSE,not included; growth on 2-phenylethylamine,C,C,,,,
full01,ALDD2y,ALDD2y,,TRUE,individual,C,C,1*acald_c,ab,1*ac_c,ab
full01,ALLPI,ALLPI,,FALSE,not included; growth on allose,C,C,1*all6p_c,abcdef,1*allul6p_c,abcdef
full01,ALLPI_reverse,ALLPI_reverse,,FALSE,not included; growth on allose,C,C,1*allul6p_c,abcdef,1*all6p_c,abcdef
full01,ALLULPE,ALLULPE,,FALSE,not included; growth on allose,C,C,1*allul6p_c,abcdef,1*f6p_c,abcdef
full01,ALLULPE_reverse,ALLULPE_reverse,,FALSE,not included; growth on allose,C,C,1*f6p_c,abcdef,1*allul6p_c,abcdef
full01,AMANAPEr,AMANAPEr,,FALSE,not included; growth on acmum6p,C,C,,,,
full01,AMANAPEr_reverse,AMANAPEr_reverse,,FALSE,not included; growth on acmum6p,C,C,,,,
full01,AMPN_Abbreviated,AMPN,AMP nucleosidase,FALSE,individual,C,C,,,,
full01,AMPN,AMPN,AMP nucleosidase,TRUE,individual,C,C,1*amp_c,abcdefghij,1*ade_c+1*r5p_c,abcde+fghij
full01,ARAI,ARAI,,FALSE,not included; growth on L-arabinose,C,C,,,,
full01,ARAI_reverse,ARAI_reverse,,FALSE,not included; growth on L-arabinose,C,C,1*rbl_DASH_L_c,abcdef,1*arab_DASH_L_c,abcdef
full01,ASPT,ASPT,L-aspartase,TRUE,individual,C,C,1*asp_DASH_L_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
full01,AST,AST,Arginine succinyltransferase,TRUE,individual,C,C,,,,
full01,ASTPathway_Abbreviated,ASTPathway,"['AST','SADH','SGDS','SGSAD','SOTA']",FALSE,individual,C,C,1*arg_DASH_L_c+1*akg_c+1*succoa_c,abcdef+ghijk+mnop,0.5*succ_c+0.5*succ_c+1*glu_DASH_L_c+1*glu_DASH_L_c+1*co2_c,mnop+ponm+ghijk+abcde+f
full01,ASTPathway,ASTPathway,"['AST','SADH','SGDS','SGSAD','SOTA']",TRUE,individual,C,C,1*arg_DASH_L_c+1*akg_c+1*succoa_c,abcdef+ghijk+ABCDEFGHIJKLMNOPQRSTUmnop,1*coa_c+0.5*succ_c+0.5*succ_c+1*glu_DASH_L_c+1*glu_DASH_L_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTU+mnop+ponm+abcde+ghijk+f
full01,ATPS4rpp_reverse,ATPS4rpp_reverse,,TRUE,individual,C,C,1*atp_c,abcdefghij,1*adp_c,abcdefghij
full01,CBMKr,CBMKr,Carbamate kinase,TRUE,individual,C,C,1*co2_c,a,1*cbp_c,a
full01,CELLENV_1,CELLENV_1,"['UAMAGS','UAPGR','UAGPT3','PAPPT3','GLUR','reverse','UAGCVT','UAMAS','UDCPDP','UGMDDS','UAAGDS']",TRUE,combo,C,C,1*ala_DASH_L_c+1*pep_c+1*glu_DASH_L_c+1*26dap_DASH_M_c,abc+def+ghijk+lmnopqr,,
full01,CELLENV_10,CELLENV_10,"['3HAD140','EAR140x']",TRUE,combo,C,C,,,,
full01,CELLENV_11,CELLENV_11,"['3OAR100','3HAD100','3OAS100']",TRUE,combo,C,C,,,,
full01,CELLENV_2,CELLENV_2,"['3HAD181','3OAR181','3OAS181','EAR181x']",TRUE,combo,C,C,,,,
full01,CELLENV_3,CELLENV_3,"['3HAD160','3OAR160','EAR160x','3OAS160']",TRUE,combo,C,C,,,,
full01,CELLENV_4,CELLENV_4,"['EAR120x','3OAR120','3HAD120','3OAS120','EAR100x']",TRUE,combo,C,C,,,,
full01,CELLENV_5,CELLENV_5,"['G1PACT','UAGDP','PGAMT','reverse','GF6PTA']",TRUE,combo,C,C,1*f6p_c+1*gln_DASH_L_c,abcdef+ghijk,1*glu_DASH_L_c,ghijk
full01,CELLENV_6,CELLENV_6,"['3OAR40','EAR40x','3OAS60','3OAR60','3HAD80','3OAS80','3OAR80','EAR60x','3HAD60','EAR80x','3HAD40']",TRUE,combo,C,C,,,,
full01,CELLENV_7,CELLENV_7,"['3HAD161','EAR161x','3OAS161','3OAR161','3OAS141','3HAD141','3OAR121','EAR121x','3HAD121','EAR141x','T2DECAI','3OAR141','3OAS121']",TRUE,combo,C,C,,,,
full01,CELLENV_8,CELLENV_8,"['TDPGDH','TDPDRR','TDPDRE','G1PTT']",TRUE,combo,C,C,1*g1p_c,abcdef,,
full01,CELLENV_9,CELLENV_9,"['3OAS140','3OAR140']",TRUE,combo,C,C,,,,
full01,CHRPL_Abbreviated,CHRPL,,FALSE,individual,C,C,1*chor_c,abcdefghij,1*pyr_c,ihj
