exp_type_id,experiment_id,sample_id,sample_label,sample_label_long,Line#,Location,Inj#,Type,data_raw,data_corrected,data_units,data_reference,met_id,used_,notes
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.6,OxicEvo04sdhCBEvo03EPEcoliGlc_2.6,39,Vial 35,1,BB  ,14.567,14.567,min,HPLC,succ,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.6,OxicEvo04sdhCBEvo03EPEcoliGlc_3.6,40,Vial 36,1,BB  ,14.566,14.566,min,HPLC,succ,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.3,OxicEvo04sdhCBEvo02EPEcoliGlc_1.3,9,Vial 7,1,BB  ,16.169,16.169,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.3,OxicEvo04sdhCBEvo02EPEcoliGlc_3.3,11,Vial 9,1,BB  ,16.187,16.187,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.4,OxicEvo04sdhCBEvo02EPEcoliGlc_1.4,12,Vial 10,1,BB  ,16.189,16.189,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.4,OxicEvo04sdhCBEvo02EPEcoliGlc_3.4,14,Vial 12,1,BB  ,16.191,16.191,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.5,OxicEvo04sdhCBEvo02EPEcoliGlc_1.5,15,Vial 13,1,BB  ,16.209,16.209,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.5,OxicEvo04sdhCBEvo02EPEcoliGlc_3.5,17,Vial 15,1,BB  ,16.195,16.195,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.6,OxicEvo04sdhCBEvo02EPEcoliGlc_1.6,18,Vial 16,1,BB  ,16.193,16.193,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.6,OxicEvo04sdhCBEvo02EPEcoliGlc_2.6,19,Vial 17,1,BB  ,16.196,16.196,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.6,OxicEvo04sdhCBEvo02EPEcoliGlc_3.6,20,Vial 18,1,BB  ,16.189,16.189,min,HPLC,glyc,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.1,OxicEvo04sdhCBEvo02EPEcoliGlc_1.1,3,Vial 1,1,BB  ,18.606,18.606,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.1,OxicEvo04sdhCBEvo02EPEcoliGlc_2.1,4,Vial 2,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.1,OxicEvo04sdhCBEvo02EPEcoliGlc_3.1,5,Vial 3,1,BB  ,18.627,18.627,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.2,OxicEvo04sdhCBEvo02EPEcoliGlc_1.2,6,Vial 4,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.2,OxicEvo04sdhCBEvo02EPEcoliGlc_2.2,7,Vial 5,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.2,OxicEvo04sdhCBEvo02EPEcoliGlc_3.2,8,Vial 6,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.3,OxicEvo04sdhCBEvo02EPEcoliGlc_1.3,9,Vial 7,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.3,OxicEvo04sdhCBEvo02EPEcoliGlc_2.3,10,Vial 8,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.3,OxicEvo04sdhCBEvo02EPEcoliGlc_3.3,11,Vial 9,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.4,OxicEvo04sdhCBEvo02EPEcoliGlc_1.4,12,Vial 10,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.4,OxicEvo04sdhCBEvo02EPEcoliGlc_2.4,13,Vial 11,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.4,OxicEvo04sdhCBEvo02EPEcoliGlc_3.4,14,Vial 12,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.5,OxicEvo04sdhCBEvo02EPEcoliGlc_1.5,15,Vial 13,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.5,OxicEvo04sdhCBEvo02EPEcoliGlc_2.5,16,Vial 14,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.5,OxicEvo04sdhCBEvo02EPEcoliGlc_3.5,17,Vial 15,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1,Evo04sdhEvo02EP_1.6,OxicEvo04sdhCBEvo02EPEcoliGlc_1.6,18,Vial 16,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2,Evo04sdhEvo02EP_2.6,OxicEvo04sdhCBEvo02EPEcoliGlc_2.6,19,Vial 17,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-3,Evo04sdhEvo02EP_3.6,OxicEvo04sdhCBEvo02EPEcoliGlc_3.6,20,Vial 18,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.1,OxicEvo04sdhCBEvo03EPEcoliGlc_1.1,21,Vial 19,1,BB  ,18.627,18.627,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.1,OxicEvo04sdhCBEvo03EPEcoliGlc_2.1,22,Vial 20,1,BB  ,18.61,18.61,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_1_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.1,OxicEvo04sdhCBEvo03EPEcoliGlc_3.1,23,Vial 21,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.2,OxicEvo04sdhCBEvo03EPEcoliGlc_1.2,24,Vial 22,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.2,OxicEvo04sdhCBEvo03EPEcoliGlc_2.2,25,Vial 23,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_2_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.2,OxicEvo04sdhCBEvo03EPEcoliGlc_3.2,26,Vial 24,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.3,OxicEvo04sdhCBEvo03EPEcoliGlc_1.3,27,Vial 25,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.3,OxicEvo04sdhCBEvo03EPEcoliGlc_2.3,28,Vial 26,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_3_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.3,OxicEvo04sdhCBEvo03EPEcoliGlc_3.3,29,Vial 27,1,BB  ,18.62,18.62,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.4,OxicEvo04sdhCBEvo03EPEcoliGlc_1.4,32,Vial 28,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.4,OxicEvo04sdhCBEvo03EPEcoliGlc_2.4,33,Vial 29,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_4_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.4,OxicEvo04sdhCBEvo03EPEcoliGlc_3.4,34,Vial 30,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.5,OxicEvo04sdhCBEvo03EPEcoliGlc_1.5,35,Vial 31,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.5,OxicEvo04sdhCBEvo03EPEcoliGlc_2.5,36,Vial 32,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_5_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.5,OxicEvo04sdhCBEvo03EPEcoliGlc_3.5,37,Vial 33,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1,Evo04sdhEvo03EP_1.6,OxicEvo04sdhCBEvo03EPEcoliGlc_1.6,38,Vial 34,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2,Evo04sdhEvo03EP_2.6,OxicEvo04sdhCBEvo03EPEcoliGlc_2.6,39,Vial 35,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140814_6_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-3,Evo04sdhEvo03EP_3.6,OxicEvo04sdhCBEvo03EPEcoliGlc_3.6,40,Vial 36,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.2,OxicEvo04Evo01EPEcoliGlc_1.2,44,Vial 40,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.2,OxicEvo04Evo01EPEcoliGlc_2.2,45,Vial 41,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.2,OxicEvo04Evo01EPEcoliGlc_3.2,46,Vial 42,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.3,OxicEvo04Evo01EPEcoliGlc_1.3,47,Vial 43,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.3,OxicEvo04Evo01EPEcoliGlc_2.3,48,Vial 44,1,BB  ,18.609,18.609,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.3,OxicEvo04Evo01EPEcoliGlc_3.3,49,Vial 45,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.4,OxicEvo04Evo01EPEcoliGlc_1.4,50,Vial 46,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.4,OxicEvo04Evo01EPEcoliGlc_2.4,51,Vial 47,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.4,OxicEvo04Evo01EPEcoliGlc_3.4,52,Vial 48,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.5,OxicEvo04Evo01EPEcoliGlc_1.5,53,Vial 49,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.5,OxicEvo04Evo01EPEcoliGlc_2.5,54,Vial 50,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.5,OxicEvo04Evo01EPEcoliGlc_3.5,55,Vial 51,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,Evo04Evo01EP_1.6,OxicEvo04Evo01EPEcoliGlc_1.6,56,Vial 52,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,Evo04Evo01EP_2.6,OxicEvo04Evo01EPEcoliGlc_2.6,57,Vial 53,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,Evo04Evo01EP_3.6,OxicEvo04Evo01EPEcoliGlc_3.6,58,Vial 54,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.1,OxicEvo04Evo02EPEcoliGlc_1.1,61,Vial 55,1,BB  ,18.633,18.633,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.1,OxicEvo04Evo02EPEcoliGlc_2.1,62,Vial 56,1,BB  ,18.621,18.621,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_1_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.1,OxicEvo04Evo02EPEcoliGlc_3.1,63,Vial 57,1,BB  ,18.605,18.605,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.2,OxicEvo04Evo02EPEcoliGlc_1.2,64,Vial 58,1,BB  ,18.62,18.62,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.2,OxicEvo04Evo02EPEcoliGlc_2.2,65,Vial 59,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_2_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.2,OxicEvo04Evo02EPEcoliGlc_3.2,66,Vial 60,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.3,OxicEvo04Evo02EPEcoliGlc_1.3,67,Vial 61,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.3,OxicEvo04Evo02EPEcoliGlc_2.3,68,Vial 62,1,BB  ,18.62,18.62,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_3_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.3,OxicEvo04Evo02EPEcoliGlc_3.3,69,Vial 63,1,BB  ,18.619,18.619,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.4,OxicEvo04Evo02EPEcoliGlc_1.4,70,Vial 64,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.4,OxicEvo04Evo02EPEcoliGlc_2.4,71,Vial 65,1,BB  ,18.619,18.619,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_4_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.4,OxicEvo04Evo02EPEcoliGlc_3.4,72,Vial 66,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.5,OxicEvo04Evo02EPEcoliGlc_1.5,73,Vial 67,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.5,OxicEvo04Evo02EPEcoliGlc_2.5,74,Vial 68,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_5_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.5,OxicEvo04Evo02EPEcoliGlc_3.5,75,Vial 69,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,Evo04Evo02EP_1.6,OxicEvo04Evo02EPEcoliGlc_1.6,76,Vial 70,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,Evo04Evo02EP_2.6,OxicEvo04Evo02EPEcoliGlc_2.6,77,Vial 71,1,BB  ,18.618,18.618,min,HPLC,ac,TRUE,
7,ALEsKOs01,140815_6_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,Evo04Evo02EP_3.6,OxicEvo04Evo02EPEcoliGlc_3.6,78,Vial 72,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.2,OxicEvo04EcoliGlc_4.2,82,Vial 76,1,BB  ,18.612,18.612,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.2,OxicEvo04EcoliGlc_5.2,83,Vial 77,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.2,OxicEvo04EcoliGlc_6.2,84,Vial 78,1,BB  ,18.609,18.609,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.3,OxicEvo04EcoliGlc_4.3,85,Vial 79,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.3,OxicEvo04EcoliGlc_5.3,86,Vial 80,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.3,OxicEvo04EcoliGlc_6.3,87,Vial 81,1,BB  ,18.61,18.61,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.4,OxicEvo04EcoliGlc_4.4,90,Vial 82,1,BB  ,18.613,18.613,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.4,OxicEvo04EcoliGlc_5.4,91,Vial 83,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.4,OxicEvo04EcoliGlc_6.4,92,Vial 84,1,BB  ,18.615,18.615,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.5,OxicEvo04EcoliGlc_4.5,93,Vial 85,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.5,OxicEvo04EcoliGlc_5.5,94,Vial 86,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.5,OxicEvo04EcoliGlc_6.5,95,Vial 87,1,BB  ,18.617,18.617,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-4,Evo04_4.6,OxicEvo04EcoliGlc_4.6,96,Vial 88,1,BB  ,18.616,18.616,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-5,Evo04_5.6,OxicEvo04EcoliGlc_5.6,97,Vial 89,1,BB  ,18.611,18.611,min,HPLC,ac,TRUE,
7,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-6,Evo04_6.6,OxicEvo04EcoliGlc_6.6,98,Vial 90,1,BB  ,18.609,18.609,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_4_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-4,Evo04pgiEvo06EP_1.4,OxicEvo04pgiEvo06EPEcoliGlc_4.4,12,Vial 10,1,BB  ,18.62,18.62,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_5_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-4,Evo04pgiEvo06EP_1.5,OxicEvo04pgiEvo06EPEcoliGlc_4.5,15,Vial 13,1,BB  ,18.622,18.622,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_5_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-5,Evo04pgiEvo06EP_2.5,OxicEvo04pgiEvo06EPEcoliGlc_5.5,16,Vial 14,1,BB  ,18.623,18.623,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_1_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,Evo04pgiEvo07EP_3.1,OxicEvo04pgiEvo07EPEcoliGlc_6.1,20,Vial 21,1,BB  ,18.641,18.641,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,Evo04pgiEvo07EP_1.2,OxicEvo04pgiEvo07EPEcoliGlc_4.2,21,Vial 22,1,BB  ,18.631,18.631,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,Evo04pgiEvo07EP_2.2,OxicEvo04pgiEvo07EPEcoliGlc_5.2,22,Vial 23,1,BB  ,18.624,18.624,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,Evo04pgiEvo07EP_3.2,OxicEvo04pgiEvo07EPEcoliGlc_6.2,23,Vial 24,1,BB  ,18.621,18.621,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,Evo04pgiEvo07EP_1.3,OxicEvo04pgiEvo07EPEcoliGlc_4.3,24,Vial 25,1,BB  ,18.62,18.62,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,Evo04pgiEvo07EP_2.3,OxicEvo04pgiEvo07EPEcoliGlc_5.3,25,Vial 26,1,BB  ,18.623,18.623,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,Evo04pgiEvo07EP_3.3,OxicEvo04pgiEvo07EPEcoliGlc_6.3,26,Vial 27,1,BB  ,18.626,18.626,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,Evo04pgiEvo07EP_1.4,OxicEvo04pgiEvo07EPEcoliGlc_4.4,29,Vial 28,1,BB  ,18.619,18.619,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,Evo04pgiEvo07EP_2.4,OxicEvo04pgiEvo07EPEcoliGlc_5.4,30,Vial 29,1,BB  ,18.614,18.614,min,HPLC,ac,TRUE,
7,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,Evo04pgiEvo07EP_3.4,OxicEvo04pgiEvo07EPEcoliGlc_6.4,31,Vial 30,1,BB  ,18.602,18.602,min,HPLC,ac,TRUE,
