exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos,used_,growth_rate,growth_rate_r2,growth_rate_units,time_hrs,,data_raw,data_corrected,met_id,data_units,data_reference
6,2,,ALEsKOs01,140728_41848.5506944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:13,41848.55069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.059,91551724138,0.02655,,,,1,9.16E+07,0.03,0.09,cells*L-1,g*L-1,mL,mg,mg,1,0.02655,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.22,,0.059,0.059,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5638888889_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:32,41848.56389,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.073,1.13E+11,0.03285,,,,1,1.13E+08,0.03,0.11,cells*L-1,g*L-1,mL,mg,mg,1,0.03285,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.53,,0.073,0.073,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6006944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 14:25,41848.60069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.127,1.97E+11,0.05715,,,,1,1.97E+08,0.06,0.19,cells*L-1,g*L-1,mL,mg,mg,1,0.05715,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004366.42,,0.127,0.127,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.64375_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 15:27,41848.64375,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.245,3.80E+11,0.11025,,,,1,3.80E+08,0.11,0.36,cells*L-1,g*L-1,mL,mg,mg,1,0.11025,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004367.45,,0.245,0.245,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6854166667_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:27,41848.68542,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.464,7.20E+11,0.2088,,,,1,7.20E+08,0.21,0.68,cells*L-1,g*L-1,mL,mg,mg,1,0.2088,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.45,,0.464,0.464,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6965277778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:43,41848.69653,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.536,8.32E+11,0.2412,,,,1,8.32E+08,0.24,0.79,cells*L-1,g*L-1,mL,mg,mg,1,0.2412,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.72,,0.536,0.536,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.7381944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 17:43,41848.73819,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.992,1.54E+12,0.4464,,,,1,1.54E+09,0.45,1.46,cells*L-1,g*L-1,mL,mg,mg,1,0.4464,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004369.72,,0.992,0.992,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.75_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 18:00,41848.75,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,1.132,1.76E+12,0.5094,,,,1,1.76E+09,0.51,1.67,cells*L-1,g*L-1,mL,mg,mg,1,0.5094,,spectrophotometer,,Unknown,discarded,,,,TRUE,0.628618438,0.999505318,,1004370,,1.132,1.132,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.4152777778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 9:58,41848.41528,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.008,12413793103,0.0036,,,,1,1.24E+07,0,0.01,cells*L-1,g*L-1,mL,mg,mg,1,0.0036,,spectrophotometer,,Unknown,discarded,,,,FALSE,,,,1004361.97,,0.008,0.008,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5090277778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 12:13,41848.50903,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.037,57413793103,0.01665,,,,1,5.74E+07,0.02,0.05,cells*L-1,g*L-1,mL,mg,mg,1,0.01665,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004364.22,,0.037,0.037,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5506944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:13,41848.55069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.068,1.06E+11,0.0306,,,,1,1.06E+08,0.03,0.1,cells*L-1,g*L-1,mL,mg,mg,1,0.0306,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.22,,0.068,0.068,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5638888889_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:32,41848.56389,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.083,1.29E+11,0.03735,,,,1,1.29E+08,0.04,0.12,cells*L-1,g*L-1,mL,mg,mg,1,0.03735,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.53,,0.083,0.083,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6006944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 14:25,41848.60069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.135,2.09E+11,0.06075,,,,1,2.09E+08,0.06,0.2,cells*L-1,g*L-1,mL,mg,mg,1,0.06075,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004366.42,,0.135,0.135,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.64375_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 15:27,41848.64375,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.254,3.94E+11,0.1143,,,,1,3.94E+08,0.11,0.37,cells*L-1,g*L-1,mL,mg,mg,1,0.1143,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004367.45,,0.254,0.254,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6854166667_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:27,41848.68542,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.452,7.01E+11,0.2034,,,,1,7.01E+08,0.2,0.67,cells*L-1,g*L-1,mL,mg,mg,1,0.2034,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.45,,0.452,0.452,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6965277778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:43,41848.69653,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.54,8.38E+11,0.243,,,,1,8.38E+08,0.24,0.8,cells*L-1,g*L-1,mL,mg,mg,1,0.243,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.72,,0.54,0.54,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.7381944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 17:43,41848.73819,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.984,1.53E+12,0.4428,,,,1,1.53E+09,0.44,1.45,cells*L-1,g*L-1,mL,mg,mg,1,0.4428,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004369.72,,0.984,0.984,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.75_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 18:00,41848.75,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,1.136,1.76E+12,0.5112,,,,1,1.76E+09,0.51,1.67,cells*L-1,g*L-1,mL,mg,mg,1,0.5112,,spectrophotometer,,Unknown,discarded,,,,TRUE,0.592147315,0.999888294,,1004370,,1.136,1.136,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.4152777778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 9:58,41848.41528,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.009,13965517241,0.00405,,,,1,1.40E+07,0,0.01,cells*L-1,g*L-1,mL,mg,mg,1,0.00405,,spectrophotometer,,Unknown,discarded,,,,FALSE,,,,1004361.97,,0.009,0.009,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5090277778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 12:13,41848.50903,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.033,51206896552,0.01485,,,,1,5.12E+07,0.01,0.05,cells*L-1,g*L-1,mL,mg,mg,1,0.01485,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004364.22,,0.033,0.033,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5506944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:13,41848.55069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.062,96206896552,0.0279,,,,1,9.62E+07,0.03,0.09,cells*L-1,g*L-1,mL,mg,mg,1,0.0279,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.22,,0.062,0.062,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.5638888889_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 13:32,41848.56389,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.075,1.16E+11,0.03375,,,,1,1.16E+08,0.03,0.11,cells*L-1,g*L-1,mL,mg,mg,1,0.03375,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004365.53,,0.075,0.075,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6006944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 14:25,41848.60069,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.126,1.96E+11,0.0567,,,,1,1.96E+08,0.06,0.19,cells*L-1,g*L-1,mL,mg,mg,1,0.0567,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004366.42,,0.126,0.126,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.64375_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 15:27,41848.64375,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.242,3.76E+11,0.1089,,,,1,3.76E+08,0.11,0.36,cells*L-1,g*L-1,mL,mg,mg,1,0.1089,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004367.45,,0.242,0.242,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6854166667_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:27,41848.68542,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.46,7.14E+11,0.207,,,,1,7.14E+08,0.21,0.68,cells*L-1,g*L-1,mL,mg,mg,1,0.207,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.45,,0.46,0.46,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.6965277778_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 16:43,41848.69653,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.52,8.07E+11,0.234,,,,1,8.07E+08,0.23,0.77,cells*L-1,g*L-1,mL,mg,mg,1,0.234,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004368.72,,0.52,0.52,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.7381944444_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 17:43,41848.73819,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.912,1.42E+12,0.4104,,,,1,1.42E+09,0.41,1.34,cells*L-1,g*L-1,mL,mg,mg,1,0.4104,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004369.72,,0.912,0.912,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140728_41848.75_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,OxicEvo04pgiEvo02EPEcoliGlc,140728,7/28/2014 18:00,41848.75,OxicEvo04pgiEvo02EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo02_Endpoint,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,1.112,1.73E+12,0.5004,,,,1,1.73E+09,0.5,1.64,cells*L-1,g*L-1,mL,mg,mg,1,0.5004,,spectrophotometer,,Unknown,discarded,,,,TRUE,0.606881999,0.999644015,,1004370,,1.112,1.112,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140730_41850.4173611111_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc,140730,7/30/2014 10:01,41850.41736,OxicEvo04pgiEvo03EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo03_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.035,54310344828,0.01575,,,,1,5.43E+07,0.02,0.05,cells*L-1,g*L-1,mL,mg,mg,1,0.01575,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004410.02,,0.035,0.035,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140730_41850.4777777778_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc,140730,7/30/2014 11:28,41850.47778,OxicEvo04pgiEvo03EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo03_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.084,1.30E+11,0.0378,,,,1,1.30E+08,0.04,0.12,cells*L-1,g*L-1,mL,mg,mg,1,0.0378,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004411.47,,0.084,0.084,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140730_41850.53125_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc,140730,7/30/2014 12:45,41850.53125,OxicEvo04pgiEvo03EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo03_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.192,2.98E+11,0.0864,,,,1,2.98E+08,0.09,0.28,cells*L-1,g*L-1,mL,mg,mg,1,0.0864,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004412.75,,0.192,0.192,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140730_41850.5736111111_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc,140730,7/30/2014 13:46,41850.57361,OxicEvo04pgiEvo03EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo03_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.376,5.83E+11,0.1692,,,,1,5.83E+08,0.17,0.55,cells*L-1,g*L-1,mL,mg,mg,1,0.1692,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004413.77,,0.376,0.376,biomass,OD600,spectrophotometer
6,2,,ALEsKOs01,140730_41850.5986111111_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,OxicEvo04pgiEvo03EPEcoliGlc,140730,7/30/2014 14:22,41850.59861,OxicEvo04pgiEvo03EPEcoliGlcM9,,ALEWtEvo04_pgi_kan_Evo03_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,,TRUE,37,,0.6,9.31E+11,0.27,,,,1,9.31E+08,0.27,0.88,cells*L-1,g*L-1,mL,mg,mg,1,0.27,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1004414.37,,0.6,0.6,biomass,OD600,spectrophotometer
