Acq. Index - 1,Baseline Sub. Window,Comment,Expected RT,Experiment,Extraction Type,Group Name,IS,IS Name,Min Peak Height,Min Peak Width,Name,Noise Percentage,Peak Splitting Factor,Period,Q1 Mass - 1,Q3 Mass - 1,Regression Type,Regression Weighting,Report Largest Peak,RT Window,Smoothing Width,Units,Update RT,Use Area
121,2,,7,1,MRM,g1p,False,,0,3,g1p.g1p_2.Light,40,2,1,259.002014160156,79,Linear,ln (x),True,30,0,uM,0,False
123,2,Compare to dilutions; dilution chromatography looks better, but less signal,7.6,1,MRM,cmp,False,cmp.cmp_1.Heavy,0,3,cmp.cmp_1.Light,40,2,1,322,97,Linear,ln (x),True,30,0,uM,0,False
124,2,,7.6,1,MRM,cmp,False,,0,3,cmp.cmp_2.Light,40,2,1,322,278,Linear,ln (x),True,30,0,uM,0,False
126,2,Prioritize undiluted and fill missing with diluted,7.8,1,MRM,ru5p-D,False,ru5p-D.ru5p-D_1.Heavy,0,3,ru5p-D.ru5p-D_1.Light,40,2,1,229.001007080078,97,Linear,ln (x),True,30,0,uM,0,False
127,2,,7.8,1,MRM,ru5p-D,False,ru5p-D.ru5p-D_1.Heavy,0,3,ru5p-D.ru5p-D_2.Light,40,2,1,229.001007080078,139,Linear,ln (x),True,30,0,uM,0,False
129,2,Prioritize undiluted; undiluted have better signal, but poorer chromatography,8.8,1,MRM,f1p,False,f1p.f1p_1.Heavy,0,3,f1p.f1p_1.Light,40,2,1,259.002990722656,79,Linear,ln (x),True,30,0,uM,0,False
130,2,,8.8,1,MRM,f1p,False,,0,3,f1p.f1p_2.Light,40,2,1,259.002990722656,97,Linear,ln (x),True,30,0,uM,0,False
132,2,,9.1,1,MRM,dcmp,False,dcmp.dcmp_1.Heavy,0,3,dcmp.dcmp_1.Light,40,2,1,306,195,Linear,ln (x),True,30,0,uM,0,False
133,2,,9.1,1,MRM,dcmp,False,,0,3,dcmp.dcmp_2.Light,40,2,1,306,79,Linear,ln (x),True,30,0,uM,0,False
135,2,Use undiluted as needed,9.6,1,MRM,ump,False,ump.ump_1.Heavy,0,3,ump.ump_1.Light,40,2,1,323,79,Linear,ln (x),True,30,0,uM,0,False
136,2,,9.6,1,MRM,ump,False,,0,3,ump.ump_2.Light,40,2,1,323,97,Linear,ln (x),True,30,0,uM,0,False
138,2,,10.1,1,MRM,dhap,False,dhap.dhap_1.Heavy,0,3,dhap.dhap_1.Light,40,2,1,169,97,Linear,ln (x),True,30,0,uM,0,False
139,2,,10.1,1,MRM,dhap,False,dhap.dhap_1.Heavy,0,3,dhap.dhap_2.Light,40,2,1,169,79,Linear,ln (x),True,30,0,uM,0,False
141,2,,10.97,1,MRM,dump,False,ump.ump_1.Heavy,0,3,dump.dump_1.Light,40,2,1,307,79,Linear,ln (x),True,30,0,uM,0,False
142,2,,10.97,1,MRM,dump,False,ump.ump_1.Heavy,0,3,dump.dump_2.Light,40,2,1,307,195,Linear,ln (x),True,30,0,uM,0,False
144,2,,11.1,1,MRM,35cgmp,False,camp.camp_1.Heavy,0,3,35cgmp.35cgmp_1.Light,40,2,1,344,150,Linear,ln (x),True,30,0,uM,0,False
145,2,,11.1,1,MRM,35cgmp,False,camp.camp_1.Heavy,0,3,35cgmp.35cgmp_2.Light,40,2,1,344,79,Linear,ln (x),True,30,0,uM,0,False
147,2,,11.23,1,MRM,dgmp,False,amp.amp_1.Heavy,0,3,dgmp.dgmp_1.Light,40,2,1,346.001007080078,133,Linear,ln (x),True,30,0,uM,0,False
148,2,,11.23,1,MRM,dgmp,False,amp.amp_1.Heavy,0,3,dgmp.dgmp_2.Light,40,2,1,346.001007080078,79,Linear,ln (x),True,30,0,uM,0,False
150,2,,11.3,1,MRM,dtmp,False,dtmp.dtmp_1.Heavy,0,3,dtmp.dtmp_1.Light,40,2,1,321,195,Linear,None,True,30,0,uM,0,True
151,2,,11.3,1,MRM,dtmp,False,dtmp.dtmp_1.Heavy,0,3,dtmp.dtmp_2.Light,40,2,1,321,79,Linear,None,True,30,0,uM,0,True
153,2,,11.4,1,MRM,ribflv,False,ribflv.ribflv_1.Heavy,0,3,ribflv.ribflv_1.Light,40,2,1,375,255,Linear,ln (x),True,30,0,uM,0,False
155,2,,11.6,1,MRM,amp,False,amp.amp_1.Heavy,0,3,amp.amp_1.Light,40,2,1,346,134,Linear,ln (x),True,30,0,uM,0,False
156,2,,11.6,1,MRM,amp,False,amp.amp_1.Heavy,0,3,amp.amp_2.Light,40,2,1,346,79,Linear,ln (x),True,30,0,uM,0,False
158,2,,11,1,MRM,dimp,False,imp.imp_1.Heavy,0,3,dimp.dimp_1.Light,40,2,1,331,135,Linear,ln (x),True,30,0,uM,0,False
159,2,,11,1,MRM,dimp,False,imp.imp_1.Heavy,0,3,dimp.dimp_2.Light,40,2,1,331,79,Linear,ln (x),True,30,0,uM,0,False
161,2,,11.6,1,MRM,gmp,False,gmp.gmp_1.Heavy,0,3,gmp.gmp_1.Light,40,2,1,362,79,Linear,ln (x),True,30,0,uM,0,False
162,2,,11.6,1,MRM,gmp,False,gmp.gmp_1.Heavy,0,3,gmp.gmp_2.Light,40,2,1,362,97,Linear,ln (x),True,30,0,uM,0,False
164,2,,11.6,1,MRM,imp,False,imp.imp_1.Heavy,0,3,imp.imp_1.Light,40,2,1,347,135,Linear,ln (x),True,30,0,uM,0,False
165,2,,11.6,1,MRM,imp,False,imp.imp_1.Heavy,0,3,imp.imp_2.Light,40,2,1,347,97,Linear,ln (x),True,30,0,uM,0,False
167,2,,11.7,1,MRM,camp,False,camp.camp_1.Heavy,0,3,camp.camp_1.Light,40,2,1,328,134,Linear,ln (x),True,30,0,uM,0,False
168,2,,11.7,1,MRM,camp,False,camp.camp_1.Heavy,0,3,camp.camp_2.Light,40,2,1,328,79,Linear,ln (x),True,30,0,uM,0,False
170,2,Solvent incompatibility; dilute in H2O not mobile phase!,11.7,1,MRM,gthox,False,gthox.gthox_1.Heavy,0,3,gthox.gthox_1.Light,40,2,1,611,306,Linear,ln (x),True,30,0,uM,0,False
171,2,,11.7,1,MRM,gthox,False,gthox.gthox_1.Heavy,0,3,gthox.gthox_2.Light,40,2,1,611,272,Linear,ln (x),True,30,0,uM,0,False
173,2,,11.8,1,MRM,btn,False,ribflv.ribflv_1.Heavy,0,3,btn.btn_1.Light,40,2,1,243,42,Linear,ln (x),True,30,0,uM,0,False
174,2,,11.8,1,MRM,btn,False,ribflv.ribflv_1.Heavy,0,3,btn.btn_2.Light,40,2,1,243,200,Linear,ln (x),True,30,0,uM,0,False
176,2,,11.8,1,MRM,mmal,False,mmal.mmal_1.Heavy,0,3,mmal.mmal_1.Light,40,2,1,117,55,Linear,ln (x),True,30,0,uM,0,False
177,2,,11.8,1,MRM,mmal,False,mmal.mmal_1.Heavy,0,3,mmal.mmal_2.Light,40,2,1,117,73,Linear,ln (x),True,30,0,uM,0,False
179,2,,11.8,1,MRM,succ,False,succ.succ_1.Heavy,0,3,succ.succ_1.Light,40,2,1,117.000999450684,99,Linear,ln (x),True,30,0,uM,0,False
180,2,,11.8,1,MRM,succ,False,succ.succ_1.Heavy,0,3,succ.succ_2.Light,40,2,1,117.000999450684,73,Linear,ln (x),True,30,0,uM,0,False
182,2,,13.8,1,MRM,6pgc,False,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,0,3,6pgc.6pgc_1.Light,40,2,1,275,97,Linear,ln (x),True,30,0,uM,0,False
184,2,,11.9,1,MRM,damp,False,damp.damp_1.Heavy,0,3,damp.damp_1.Light,40,2,1,330,79,Linear,ln (x),True,30,0,uM,0,False
185,2,,11.9,1,MRM,damp,False,damp.damp_1.Heavy,0,3,damp.damp_2.Light,40,2,1,330,134,Linear,ln (x),True,30,0,uM,0,False
187,2,,12.5,1,MRM,actp,False,actp.actp_1.Heavy,0,3,actp.actp_1.Light,40,2,1,139,63,Linear,ln (x),True,30,0,uM,0,False
188,2,,12.5,1,MRM,actp,False,actp.actp_1.Heavy,0,3,actp.actp_2.Light,40,2,1,139,79,Linear,ln (x),True,30,0,uM,0,False
190,2,,12,1,MRM,mal-L,False,mal-L.mal-L_1.Heavy,0,3,mal-L.mal-L_1.Light,40,2,1,133,115,Linear,ln (x),True,30,0,uM,0,False
192,2,Cannot be quantified,12.1,1,MRM,glutacon,False,glutacon.glutacon_1.Heavy,0,3,glutacon.glutacon_1.Light,40,2,1,129,85,Linear,None,True,30,0,uM,0,True
194,2,,12.4,1,MRM,oxa,False,fum.fum_1.Heavy,0,3,oxa.oxa_1.Light,40,2,1,89.0009994506836,61,Linear,ln (x),True,30,0,uM,0,False
195,2,,12.4,1,MRM,oxa,False,fum.fum_1.Heavy,0,3,oxa.oxa_2.Light,40,2,1,89.0009994506836,45,Linear,ln (x),True,30,0,uM,0,False
197,2,,12.18,1,MRM,fum,False,fum.fum_1.Heavy,0,3,fum.fum_1.Light,40,2,1,115,71,Linear,ln (x),True,30,0,uM,0,False
199,2,,12.5,1,MRM,akg,False,akg.akg_1.Heavy,0,3,akg.akg_1.Light,40,2,1,145.098007202148,101,Linear,ln (x),True,30,0,uM,0,False
201,2,,12.5,1,MRM,oaa,False,acon-C.acon-C_1.Heavy,0,3,oaa.oaa_1.Light,40,2,1,131,87,Linear,ln (x),True,30,0,uM,0,False
203,2,Change RT to 13.3,12.3,1,MRM,adpglc,False,adpglc.adpglc_1.Heavy,0,3,adpglc.adpglc_1.Light,40,2,1,588,346,Linear,None,True,30,0,uM,0,True
204,2,,12.3,1,MRM,adpglc,False,,0,3,adpglc.adpglc_2.Light,40,2,1,588,79,Linear,None,True,30,0,uM,0,True
206,2,,12.4,1,MRM,dtdpglu,False,dtdpglu.dtdpglu_1.Heavy,0,3,dtdpglu.dtdpglu_1.Light,40,2,1,563,321,Linear,ln (x),True,30,0,uM,0,False
207,2,,12.4,1,MRM,dtdpglu,False,,0,3,dtdpglu.dtdpglu_2.Light,40,2,1,563,79,Linear,ln (x),True,30,0,uM,0,False
209,2,,13.5,1,MRM,nadh,False,nadp.nadp_1.Heavy,0,3,nadh.nadh_1.Light,40,2,1,664,408,Linear,ln (x),True,30,0,uM,0,True
210,2,,13.5,1,MRM,nadh,False,nadp.nadp_1.Heavy,0,3,nadh.nadh_2.Light,40,2,1,664,79,Linear,ln (x),True,30,0,uM,0,True
212,2,,13.6,1,MRM,fol,False,ribflv.ribflv_1.Heavy,0,3,fol.fol_1.Light,40,2,1,440,311,Linear,ln (x),True,30,0,uM,0,False
213,2,,13.6,1,MRM,fol,False,ribflv.ribflv_1.Heavy,0,3,fol.fol_2.Light,40,2,1,440,175,Linear,ln (x),True,30,0,uM,0,False
215,2,,13.7,1,MRM,dcdp,False,dcdp.dcdp_1.Heavy,0,3,dcdp.dcdp_1.Light,40,2,1,386,79,Linear,ln (x),True,30,0,uM,0,False
216,2,,13.7,1,MRM,dcdp,False,dcdp.dcdp_1.Heavy,0,3,dcdp.dcdp_2.Light,40,2,1,386,159,Linear,ln (x),True,30,0,uM,0,False
218,2,,13.7,1,MRM,Pool_2pg_3pg,False,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,0,3,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,40,2,1,185,97,Linear,ln (x),True,30,0,uM,0,False
219,2,,13.7,1,MRM,Pool_2pg_3pg,False,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,0,3,Pool_2pg_3pg.Pool_2pg_3pg_2.Light,40,2,1,185,79,Linear,ln (x),True,30,0,uM,0,False
221,2,,13.77,1,MRM,dgdp,False,adp.adp_1.Heavy,0,3,dgdp.dgdp_1.Light,40,2,1,426.001007080078,275,Linear,ln (x),True,30,0,uM,0,False
222,2,,13.77,1,MRM,dgdp,False,adp.adp_1.Heavy,0,3,dgdp.dgdp_2.Light,40,2,1,426.001007080078,79,Linear,ln (x),True,30,0,uM,0,False
224,2,,13.77,1,MRM,gdp,False,gdp.gdp_1.Heavy,0,3,gdp.gdp_1.Light,40,2,1,442,79,Linear,ln (x),True,30,0,uM,0,False
225,2,,13.77,1,MRM,gdp,False,gdp.gdp_1.Heavy,0,3,gdp.gdp_2.Light,40,2,1,442,344,Linear,ln (x),True,30,0,uM,0,False
227,2,,14,1,MRM,adp,False,adp.adp_1.Heavy,0,3,adp.adp_1.Light,40,2,1,426,134,Linear,ln (x),True,30,0,uM,0,False
228,2,,14,1,MRM,adp,False,adp.adp_1.Heavy,0,3,adp.adp_2.Light,40,2,1,426,79,Linear,ln (x),True,30,0,uM,0,False
230,2,,14,1,MRM,udp,False,udp.udp_1.Heavy,0,3,udp.udp_1.Light,40,2,1,403,79,Linear,ln (x),True,30,0,uM,0,False
231,2,,14,1,MRM,udp,False,udp.udp_1.Heavy,0,3,udp.udp_2.Light,40,2,1,403,159,Linear,ln (x),True,30,0,uM,0,False
233,2,,14.03,1,MRM,acon-C,False,acon-C.acon-C_1.Heavy,0,3,acon-C.acon-C_1.Light,40,2,1,173,129,Linear,ln (x),True,30,0,uM,0,False
234,2,,14.03,1,MRM,acon-C,False,udp.udp_1.Heavy,0,3,acon-C.acon-C_2.Light,40,2,1,173,85,Linear,ln (x),True,30,0,uM,0,False
236,2,,15,1,MRM,fdp,False,fdp.fdp_1.Heavy,0,3,fdp.fdp_1.Light,40,2,1,339,79,Linear,ln (x),True,30,0,uM,0,False
237,2,,15,1,MRM,fdp,False,fdp.fdp_1.Heavy,0,3,fdp.fdp_2.Light,40,2,1,339,241,Linear,ln (x),True,30,0,uM,0,False
239,2,,14.2,1,MRM,nadp,False,nadp.nadp_1.Heavy,0,3,nadp.nadp_1.Light,40,2,1,742,620,Linear,ln (x),True,30,0,uM,0,False
240,2,,14.2,1,MRM,nadp,False,,0,3,nadp.nadp_2.Light,40,2,1,742,79,Linear,ln (x),True,30,0,uM,0,False
242,2,,14.2,1,MRM,pep,False,pep.pep_1.Heavy,0,3,pep.pep_1.Light,40,2,1,167,79,Linear,ln (x),True,30,0,uM,0,False
243,2,,14.2,1,MRM,pep,False,pep.pep_1.Heavy,0,3,pep.pep_2.Light,40,2,1,167,63,Linear,ln (x),True,30,0,uM,0,False
245,2,,14.3,1,MRM,dadp,False,dadp.dadp_1.Heavy,0,3,dadp.dadp_1.Light,40,2,1,410,79,Linear,ln (x),True,30,0,uM,0,False
246,2,,14.3,1,MRM,dadp,False,dadp.dadp_1.Heavy,0,3,dadp.dadp_2.Light,40,2,1,410,159,Linear,ln (x),True,30,0,uM,0,False
248,2,,14.5,1,MRM,cit,False,cit.cit_1.Heavy,0,3,cit.cit_1.Light,40,2,1,191,111,Linear,ln (x),True,30,0,uM,0,False
249,2,,14.5,1,MRM,cit,False,cit.cit_1.Heavy,0,3,cit.cit_2.Light,40,2,1,191,87,Linear,ln (x),True,30,0,uM,0,False
252,2,,14.7,1,MRM,icit,False,cit.cit_1.Heavy,0,3,icit.icit_1.Light,40,2,1,191.001007080078,111,Linear,ln (x),True,30,0,uM,0,False
253,2,,14.7,1,MRM,icit,False,cit.cit_1.Heavy,0,3,icit.icit_2.Light,40,2,1,191.001007080078,73,Linear,ln (x),True,30,0,uM,0,False
255,2,,15.5,1,MRM,fad,False,fad.fad_1.Heavy,0,3,fad.fad_1.Light,40,2,1,784,437,Linear,ln (x),True,30,0,uM,0,False
256,2,,15.5,1,MRM,fad,False,fad.fad_1.Heavy,0,3,fad.fad_2.Light,40,2,1,784,79,Linear,ln (x),True,30,0,uM,0,False
258,2,,15,1,MRM,prpp,False,prpp.prpp_1.Heavy,0,3,prpp.prpp_1.Light,40,2,1,389,177,Linear,None,True,30,0,uM,0,True
259,2,,15,1,MRM,prpp,False,,0,3,prpp.prpp_2.Light,40,2,1,389,291,Linear,None,True,30,0,uM,0,True
261,2,,15.8,1,MRM,ctp,False,dctp.dctp_1.Heavy,0,3,ctp.ctp_1.Light,40,2,1,482,159,Linear,ln (x),True,30,0,uM,0,False
262,2,,15.8,1,MRM,ctp,False,dctp.dctp_1.Heavy,0,3,ctp.ctp_2.Light,40,2,1,482,79,Linear,ln (x),True,30,0,uM,0,False
264,2,,15.8,1,MRM,dctp,False,dctp.dctp_1.Heavy,0,3,dctp.dctp_1.Light,40,2,1,466,79,Linear,ln (x),True,30,0,uM,0,False
265,2,,15.8,1,MRM,dctp,False,dcdp.dcdp_1.Heavy,0,3,dctp.dctp_2.Light,40,2,1,466,368,Linear,ln (x),True,30,0,uM,0,False
267,2,,15.8,1,MRM,ditp,False,datp.datp_1.Heavy,0,3,ditp.ditp_1.Light,40,2,1,491,79,Linear,ln (x),True,30,0,uM,0,False
268,2,,15.8,1,MRM,ditp,False,datp.datp_1.Heavy,0,3,ditp.ditp_2.Light,40,2,1,491,393,Linear,ln (x),True,30,0,uM,0,False
270,2,,15.8,1,MRM,dutp,False,datp.datp_1.Heavy,0,3,dutp.dutp_1.Light,40,2,1,467,159,Linear,ln (x),True,30,0,uM,0,False
271,2,,15.8,1,MRM,dutp,False,datp.datp_1.Heavy,0,3,dutp.dutp_2.Light,40,2,1,467,177,Linear,ln (x),True,30,0,uM,0,False
273,2,Near or at LLOQ,15.8,1,MRM,itp,False,datp.datp_1.Heavy,0,3,itp.itp_1.Light,40,2,1,507,409,Linear,ln (x),True,30,0,uM,0,False
274,2,,15.8,1,MRM,itp,False,datp.datp_1.Heavy,0,3,itp.itp_2.Light,40,2,1,507,79,Linear,ln (x),True,30,0,uM,0,False
276,2,,15.8,1,MRM,utp,False,datp.datp_1.Heavy,0,3,utp.utp_1.Light,40,2,1,483,385,Linear,ln (x),True,30,0,uM,0,False
277,2,,15.8,1,MRM,utp,False,datp.datp_1.Heavy,0,3,utp.utp_2.Light,40,2,1,483,79,Linear,ln (x),True,30,0,uM,0,False
279,2,,16,1,MRM,23dpg,False,23dpg.23dpg_1.Heavy,0,3,23dpg.23dpg_1.Light,40,2,1,265,167,Linear,ln (x),True,30,0,uM,0,False
280,2,,16,1,MRM,23dpg,False,23dpg.23dpg_1.Heavy,0,3,23dpg.23dpg_2.Light,40,2,1,265,177,Linear,ln (x),True,30,0,uM,0,False
282,2,,16,1,MRM,atp,False,atp.atp_1.Heavy,0,3,atp.atp_1.Light,40,2,1,506,408,Power,None,True,30,0,uM,0,False
283,2,,16,1,MRM,atp,False,atp.atp_1.Heavy,0,3,atp.atp_2.Light,40,2,1,506,159,Power,None,True,30,0,uM,0,False
285,2,,16,1,MRM,datp,False,datp.datp_1.Heavy,0,3,datp.datp_1.Light,40,2,1,490,159,Linear,None,True,30,0,uM,0,False
286,2,,16,1,MRM,datp,False,datp.datp_1.Heavy,0,3,datp.datp_2.Light,40,2,1,490,79,Linear,None,True,30,0,uM,0,False
288,2,,16,1,MRM,dttp,False,datp.datp_1.Heavy,0,3,dttp.dttp_1.Light,40,2,1,481,79,Linear,ln (x),True,30,0,uM,0,False
289,2,,16,1,MRM,dttp,False,datp.datp_1.Heavy,0,3,dttp.dttp_2.Light,40,2,1,481,383,Linear,ln (x),True,30,0,uM,0,False
291,2,,16,1,MRM,gtp,False,gtp.gtp_1.Heavy,0,3,gtp.gtp_1.Light,40,2,1,522,79,Linear,ln (x),True,30,0,uM,0,False
292,2,,16,1,MRM,gtp,False,gtp.gtp_1.Heavy,0,3,gtp.gtp_2.Light,40,2,1,522,424,Linear,ln (x),True,30,0,uM,0,False
294,2,,16.2,1,MRM,phpyr,False,phpyr.phpyr_1.Heavy,0,3,phpyr.phpyr_1.Light,40,2,1,163,91,Linear,ln (x),True,30,0,uM,0,False
295,2,,16.2,1,MRM,phpyr,False,phpyr.phpyr_1.Heavy,0,3,phpyr.phpyr_2.Light,40,2,1,163,119,Linear,ln (x),True,30,0,uM,0,False
297,2,,16.5,1,MRM,nadph,False,nadph.nadph_1.Heavy,0,3,nadph.nadph_1.Light,40,2,1,744,408,Linear,ln (x),True,30,0,uM,0,False
298,2,,16.5,1,MRM,nadph,False,nadph.nadph_1.Heavy,0,3,nadph.nadph_2.Light,40,2,1,744,79,Linear,ln (x),True,30,0,uM,0,False
300,2,,17,1,MRM,coa,False,coa.coa_1.Heavy,0,3,coa.coa_1.Light,40,2,1,766,79,Linear,ln (x),True,30,0,uM,0,False
302,2,,17,1,MRM,accoa,False,accoa.accoa_1.Heavy,0,3,accoa.accoa_1.Light,40,2,1,808,79,Linear,ln (x),True,30,0,uM,0,False
