experiment_id,experiment_type,experiment_type_name,used_,comment_,growth_rate,growth_rate_r2,growth_rate_units,date_and_time,time_hrs,sample_name_short,time_point,sample_label,data_raw,data_corrected,data_type,data_type_units,data_type_reference
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.193737119,0.9009032,,7/21/2014 17:39,1004201.66,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.2017,0.713490029,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 11:28,1004195.47,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0514,0.181821455,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:14,1004196.24,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0439,0.155291087,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:51,1004196.86,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0571,0.201984535,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:27,1004197.47,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.056,0.198093414,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:31,1004197.53,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0571,0.201984535,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 14:00,1004198.02,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0697,0.246555553,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:33,1004198.56,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.071,0.25115415,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:11,1004199.2,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.0832,0.294310215,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:50,1004199.84,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.1296,0.458444758,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 16:33,1004200.56,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.1216,0.430145699,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 17:13,1004201.23,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.162,0.573055948,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.297069548,0.947986923,,7/21/2014 17:40,1004201.68,OxicEvo04pgiEvo01J01EcoliGlc_Broth-3,,pgi_1_1B3,0.2056,0.72728582,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 11:58,1004195.97,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0455,0.160950899,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:18,1004196.3,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0462,0.163427067,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:53,1004196.89,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0603,0.213304158,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:33,1004197.56,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0535,0.189249958,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 14:02,1004198.04,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0742,0.262473774,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:34,1004198.58,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0737,0.260705082,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:13,1004199.22,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.0818,0.28935788,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:51,1004199.87,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.1182,0.418118599,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 16:34,1004200.58,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.1785,0.631422757,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.415905891,0.777467216,,7/21/2014 17:15,1004201.25,OxicEvo04pgiEvo01J02EcoliGlc_Broth-1,,pgi_1_2B1,0.263,0.930331569,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:19,1004196.32,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.068,0.240542003,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:54,1004196.91,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.0594,0.210120514,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:35,1004197.59,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.0563,0.199154629,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:41,1004197.69,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.0688,0.243371909,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 14:03,1004198.06,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.0918,0.324731704,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:36,1004198.6,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.0754,0.266718632,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:14,1004199.24,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.1229,0.434744296,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:53,1004199.89,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.144,0.509383065,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 16:36,1004200.61,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.1293,0.457383543,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.225455507,0.891787931,,7/21/2014 17:16,1004201.27,OxicEvo04pgiEvo01J02EcoliGlc_Broth-2,,pgi_1_2B2,0.1791,0.633545187,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:20,1004196.35,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.0382,0.135128007,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:55,1004196.93,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.0511,0.18076024,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:36,1004197.61,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.0698,0.246909291,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:39,1004197.66,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.0744,0.26318125,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 14:04,1004198.08,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.0883,0.312350865,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:37,1004198.62,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.116,0.410336358,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:15,1004199.27,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.172,0.608429772,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:54,1004199.91,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.239,0.845434392,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.529952254,0.505937824,,7/21/2014 16:37,1004200.63,OxicEvo04pgiEvo01J02EcoliGlc_Broth-3,,pgi_1_2B3,0.3341,1.181839457,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:01,1004073.02,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.0539,0.190664911,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:32,1004073.54,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.061,0.215780326,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:15,1004074.26,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.0664,0.234882191,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:38,1004074.64,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.0734,0.259643868,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 11:41,1004075.68,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.088799,0.314116019,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 12:42,1004076.71,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.1709,0.604538651,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:13,1004077.23,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.1833,0.648402193,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:45,1004077.75,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.2054,0.726578343,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:16,1004078.28,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.2264,0.800863374,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:56,1004078.94,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.2579,0.912290919,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 15:27,1004079.47,OxicEvo04pgiEcoliGlc_Broth-2,,pgi_2,0.279,0.986929688,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.186695833,0.985372342,,7/16/2014 15:59,1004079.99,OxicEvo04pgiEcoliGlc_Broth-2,6,pgi_2,0.3142,1.111445548,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:02,1004073.04,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.0428,0.151399966,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:34,1004073.57,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.0426,0.15069249,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:55,1004073.92,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.052,0.183943884,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:16,1004074.28,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.0489,0.172977999,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:41,1004074.68,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.0512,0.181113979,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 11:43,1004075.73,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.0581,0.205521917,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 12:45,1004076.75,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1084,0.383452251,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:16,1004077.28,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1161,0.410690096,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:47,1004077.8,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1258,0.445002705,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:19,1004078.32,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1379,0.487805032,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:57,1004078.96,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.15,0.530607359,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 15:29,1004079.49,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1611,0.569872303,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 16:00,1004080.01,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.1772,0.62682416,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 16:32,1004080.53,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.193,0.682714802,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 17:03,1004081.06,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.2069,0.731884417,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 17:34,1004081.58,OxicEvo04pgiEcoliGlc_Broth-3,,pgi_3,0.23379,0.82700463,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.157313354,0.997802939,,7/16/2014 18:06,1004082.1,OxicEvo04pgiEcoliGlc_Broth-3,6,pgi_3,0.2505,0.886114289,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 10:52,1004098.87,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0147,0.051999521,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 11:25,1004099.43,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0112,0.039618683,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 11:57,1004099.96,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0098,0.034666347,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 12:28,1004100.48,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0228,0.080652319,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 13:00,1004101,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0126,0.044571018,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 13:31,1004101.53,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0144,0.050938306,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 14:02,1004102.05,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.028,0.099046707,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 14:34,1004102.57,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.022,0.077822413,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 16:05,1004104.1,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0199,0.07039391,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 16:37,1004104.62,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0194,0.068625218,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 17:08,1004105.14,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0217,0.076761198,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 17:39,1004105.66,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0222,0.078529889,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 17:57,1004105.96,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0213,0.075346245,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 9:34,1004121.57,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0699,0.247263029,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 11:13,1004123.23,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0818,0.28935788,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 12:15,1004124.26,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0847,0.299616289,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 13:18,1004125.31,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.0971,0.34347983,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 14:04,1004126.08,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.1071,0.378853654,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 14:53,1004126.89,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.1334,0.471886811,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 15:24,1004127.41,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.1521,0.538035862,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 15:55,1004127.93,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.1704,0.60276996,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 16:27,1004128.46,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,5,pts_1,0.2056,0.72728582,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 16:58,1004128.98,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,,pts_1,0.2446,0.865243733,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.183060785,0.913746066,,7/18/2014 17:32,1004129.54,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,6,pts_1,0.3057,1.081377797,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 10:19,1004098.32,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.012,0.042448589,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 10:50,1004098.84,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0153,0.054121951,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 11:24,1004099.41,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0178,0.062965407,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 11:55,1004099.93,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0223,0.078883627,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 12:27,1004100.46,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0235,0.083128486,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 12:58,1004100.98,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0198,0.070040171,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 13:30,1004101.5,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0286,0.101169136,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 14:01,1004102.02,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0257,0.090910727,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 14:32,1004102.55,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0252,0.089142036,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 16:04,1004104.07,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.038,0.134420531,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 16:35,1004104.59,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0486,0.171916784,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 17:07,1004105.12,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0395,0.139726605,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Possible biphasic growth,,,,7/17/2014 17:38,1004105.64,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0769,0.272024706,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 9:35,1004121.59,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0742,0.262473774,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 11:15,1004123.25,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0818,0.28935788,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 12:17,1004124.28,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.0902,0.319071892,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 13:19,1004125.33,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.1025,0.362581695,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 14:06,1004126.1,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.1338,0.473301764,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/18/2014 14:54,1004126.91,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,,pts_2,0.1701,0.601708745,biomass,OD600,ALE1.1
