id,experiment_id,sample_id,met_id,data_raw,data_corrected,data_units,data_reference,used_,comment_
2246,ALEsKOs01,140818_2_OxicEvo04EcoliGlcM9_Broth-6,ac,18.609,18.609,min,HPLC,TRUE,
2247,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-4,ac,18.615,18.615,min,HPLC,TRUE,
2248,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-5,ac,18.614,18.614,min,HPLC,TRUE,
2249,ALEsKOs01,140818_3_OxicEvo04EcoliGlcM9_Broth-6,ac,18.61,18.61,min,HPLC,TRUE,
2250,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-4,ac,18.613,18.613,min,HPLC,TRUE,
2251,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-5,ac,18.614,18.614,min,HPLC,TRUE,
2252,ALEsKOs01,140818_4_OxicEvo04EcoliGlcM9_Broth-6,ac,18.615,18.615,min,HPLC,TRUE,
2253,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-4,ac,18.617,18.617,min,HPLC,TRUE,
2254,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-5,ac,18.616,18.616,min,HPLC,TRUE,
2255,ALEsKOs01,140818_5_OxicEvo04EcoliGlcM9_Broth-6,ac,18.617,18.617,min,HPLC,TRUE,
2256,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-4,ac,18.616,18.616,min,HPLC,TRUE,
2257,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-5,ac,18.611,18.611,min,HPLC,TRUE,
2258,ALEsKOs01,140818_6_OxicEvo04EcoliGlcM9_Broth-6,ac,18.609,18.609,min,HPLC,TRUE,
2259,ALEsKOs01,140901_4_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-4,ac,18.62,18.62,min,HPLC,FALSE,
2260,ALEsKOs01,140901_5_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-4,ac,18.622,18.622,min,HPLC,FALSE,
2261,ALEsKOs01,140901_5_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-5,ac,18.623,18.623,min,HPLC,FALSE,
2262,ALEsKOs01,140901_1_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,ac,18.641,18.641,min,HPLC,TRUE,
2263,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,ac,18.631,18.631,min,HPLC,TRUE,
2264,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,ac,18.624,18.624,min,HPLC,TRUE,
2265,ALEsKOs01,140901_2_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,ac,18.621,18.621,min,HPLC,TRUE,
2266,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,ac,18.62,18.62,min,HPLC,TRUE,
2267,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,ac,18.623,18.623,min,HPLC,TRUE,
2268,ALEsKOs01,140901_3_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,ac,18.626,18.626,min,HPLC,TRUE,
2269,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,ac,18.619,18.619,min,HPLC,TRUE,
2270,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,ac,18.614,18.614,min,HPLC,TRUE,
2271,ALEsKOs01,140901_4_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,ac,18.602,18.602,min,HPLC,TRUE,
2272,ALEsKOs01,140901_5_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-4,ac,18.623,18.623,min,HPLC,TRUE,
2273,ALEsKOs01,140901_5_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-5,ac,18.617,18.617,min,HPLC,TRUE,
2274,ALEsKOs01,140901_5_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-6,ac,18.623,18.623,min,HPLC,TRUE,
2275,ALEsKOs01,140901_2_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-4,ac,18.607,18.607,min,HPLC,TRUE,
2276,ALEsKOs01,140901_2_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-5,ac,18.601,18.601,min,HPLC,TRUE,
2277,ALEsKOs01,140901_2_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-6,ac,18.614,18.614,min,HPLC,TRUE,
2278,ALEsKOs01,140901_3_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-4,ac,18.623,18.623,min,HPLC,TRUE,
2279,ALEsKOs01,140901_3_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-5,ac,18.619,18.619,min,HPLC,TRUE,
2280,ALEsKOs01,140901_3_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-6,ac,18.618,18.618,min,HPLC,TRUE,
2281,ALEsKOs01,140901_4_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-4,ac,18.607,18.607,min,HPLC,TRUE,
2282,ALEsKOs01,140901_4_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-5,ac,18.618,18.618,min,HPLC,TRUE,
2283,ALEsKOs01,140901_4_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-6,ac,18.613,18.613,min,HPLC,TRUE,
2284,ALEsKOs01,140901_5_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-4,ac,18.62,18.62,min,HPLC,TRUE,
2285,ALEsKOs01,140901_5_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-5,ac,18.616,18.616,min,HPLC,TRUE,
2286,ALEsKOs01,140901_5_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-6,ac,18.616,18.616,min,HPLC,TRUE,
2287,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,glc-D,10.868,10.868,min,HPLC,TRUE,
2288,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,glc-D,10.868,10.868,min,HPLC,TRUE,
2289,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,glc-D,10.867,10.867,min,HPLC,TRUE,
2290,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,glc-D,10.866,10.866,min,HPLC,TRUE,
2291,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,glc-D,10.865,10.865,min,HPLC,TRUE,
2292,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,glc-D,10.866,10.866,min,HPLC,TRUE,
2293,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,glc-D,10.865,10.865,min,HPLC,TRUE,
2294,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,glc-D,10.865,10.865,min,HPLC,TRUE,
2295,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,glc-D,10.865,10.865,min,HPLC,TRUE,
2296,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,glc-D,10.864,10.864,min,HPLC,TRUE,
2297,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,glc-D,10.864,10.864,min,HPLC,TRUE,
2298,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,glc-D,10.86,10.86,min,HPLC,TRUE,
2299,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,glc-D,10.862,10.862,min,HPLC,TRUE,
2300,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,glc-D,10.864,10.864,min,HPLC,TRUE,
2301,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,glc-D,10.863,10.863,min,HPLC,TRUE,
2302,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,glc-D,10.864,10.864,min,HPLC,TRUE,
2303,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,glc-D,10.863,10.863,min,HPLC,TRUE,
2304,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,glc-D,10.862,10.862,min,HPLC,TRUE,
2305,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,glc-D,10.866,10.866,min,HPLC,TRUE,
2306,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,glc-D,10.867,10.867,min,HPLC,TRUE,
2307,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,glc-D,10.868,10.868,min,HPLC,TRUE,
2308,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,glc-D,10.868,10.868,min,HPLC,TRUE,
2309,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,glc-D,10.868,10.868,min,HPLC,TRUE,
2310,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,glc-D,10.868,10.868,min,HPLC,TRUE,
2311,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,glc-D,10.869,10.869,min,HPLC,TRUE,
2312,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,glc-D,10.87,10.87,min,HPLC,TRUE,
2313,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,glc-D,10.869,10.869,min,HPLC,TRUE,
2314,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,glc-D,10.868,10.868,min,HPLC,TRUE,
2315,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,glc-D,10.869,10.869,min,HPLC,TRUE,
2316,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,glc-D,10.869,10.869,min,HPLC,TRUE,
2317,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,glc-D,10.869,10.869,min,HPLC,TRUE,
2318,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,glc-D,10.869,10.869,min,HPLC,TRUE,
2319,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,glc-D,10.87,10.87,min,HPLC,TRUE,
2320,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,glc-D,10.87,10.87,min,HPLC,TRUE,
2321,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,glc-D,10.87,10.87,min,HPLC,TRUE,
2322,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,glc-D,10.869,10.869,min,HPLC,TRUE,
2323,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,glc-D,10.868,10.868,min,HPLC,TRUE,
2324,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,glc-D,10.865,10.865,min,HPLC,TRUE,
2325,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,glc-D,10.865,10.865,min,HPLC,TRUE,
2326,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,glc-D,10.863,10.863,min,HPLC,TRUE,
2327,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,glc-D,10.865,10.865,min,HPLC,TRUE,
2328,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,glc-D,10.865,10.865,min,HPLC,TRUE,
2329,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,glc-D,10.866,10.866,min,HPLC,TRUE,
2330,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,glc-D,10.866,10.866,min,HPLC,TRUE,
2331,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,glc-D,10.865,10.865,min,HPLC,TRUE,
2332,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-4,glc-D,10.867,10.867,min,HPLC,TRUE,
2333,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-5,glc-D,10.868,10.868,min,HPLC,TRUE,
2334,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-6,glc-D,10.868,10.868,min,HPLC,TRUE,
2335,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-4,glc-D,10.867,10.867,min,HPLC,TRUE,
2336,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-5,glc-D,10.866,10.866,min,HPLC,TRUE,
2337,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-6,glc-D,10.868,10.868,min,HPLC,TRUE,
2338,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-4,glc-D,10.868,10.868,min,HPLC,TRUE,
2339,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-5,glc-D,10.869,10.869,min,HPLC,TRUE,
2340,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-4,glc-D,10.867,10.867,min,HPLC,TRUE,
2341,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-6,glc-D,10.864,10.864,min,HPLC,TRUE,
2342,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-5,glc-D,10.866,10.866,min,HPLC,TRUE,
2343,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-6,glc-D,10.864,10.864,min,HPLC,TRUE,
2344,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-4,glc-D,10.867,10.867,min,HPLC,TRUE,
2345,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-5,glc-D,10.866,10.866,min,HPLC,TRUE,
2346,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-6,glc-D,10.866,10.866,min,HPLC,TRUE,
2347,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,pyr,11.755,11.755,min,HPLC,FALSE,
2348,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,pyr,11.345,11.345,min,HPLC,FALSE,
2349,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,pyr,11.352,11.352,min,HPLC,FALSE,
2350,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,pyr,11.344,11.344,min,HPLC,FALSE,
2351,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,succ,14.422,14.422,min,HPLC,TRUE,
2352,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,succ,14.404,14.404,min,HPLC,TRUE,
2353,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,succ,14.423,14.423,min,HPLC,TRUE,
2354,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,succ,14.424,14.424,min,HPLC,TRUE,
2355,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,succ,14.418,14.418,min,HPLC,TRUE,
2356,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,succ,14.413,14.413,min,HPLC,TRUE,
2357,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,succ,14.44,14.44,min,HPLC,TRUE,
2358,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,succ,14.424,14.424,min,HPLC,TRUE,
2359,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,succ,14.423,14.423,min,HPLC,TRUE,
2360,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,succ,14.412,14.412,min,HPLC,TRUE,
2361,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,succ,14.409,14.409,min,HPLC,TRUE,
2362,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,succ,14.408,14.408,min,HPLC,TRUE,
2363,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,succ,14.413,14.413,min,HPLC,TRUE,
2364,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,succ,14.408,14.408,min,HPLC,TRUE,
2365,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,succ,14.41,14.41,min,HPLC,TRUE,
2366,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,succ,14.402,14.402,min,HPLC,TRUE,
2367,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,succ,14.403,14.403,min,HPLC,TRUE,
2368,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,succ,14.402,14.402,min,HPLC,TRUE,
2369,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,lac-L,15.438,15.438,min,HPLC,TRUE,
2370,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,lac-L,15.446,15.446,min,HPLC,TRUE,
2371,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,lac-L,15.441,15.441,min,HPLC,TRUE,
2372,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,lac-L,15.44,15.44,min,HPLC,TRUE,
2373,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,lac-L,15.441,15.441,min,HPLC,TRUE,
2374,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,lac-L,15.438,15.438,min,HPLC,TRUE,
2375,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,lac-L,15.441,15.441,min,HPLC,TRUE,
2376,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,lac-L,15.441,15.441,min,HPLC,TRUE,
2377,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,lac-L,15.441,15.441,min,HPLC,TRUE,
2378,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,lac-L,15.446,15.446,min,HPLC,TRUE,
2379,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,lac-L,15.442,15.442,min,HPLC,TRUE,
2380,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,lac-L,15.444,15.444,min,HPLC,TRUE,
2381,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,lac-L,15.439,15.439,min,HPLC,TRUE,
2382,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,lac-L,15.444,15.444,min,HPLC,TRUE,
2383,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,lac-L,15.442,15.442,min,HPLC,TRUE,
2384,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,lac-L,15.442,15.442,min,HPLC,TRUE,
2385,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,lac-L,15.443,15.443,min,HPLC,TRUE,
2386,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,lac-L,15.442,15.442,min,HPLC,TRUE,
2387,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,ac,18.622,18.622,min,HPLC,TRUE,
2388,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,ac,18.611,18.611,min,HPLC,TRUE,
2389,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,ac,18.611,18.611,min,HPLC,TRUE,
2390,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,ac,18.612,18.612,min,HPLC,TRUE,
2391,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,ac,18.613,18.613,min,HPLC,TRUE,
2392,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,ac,18.614,18.614,min,HPLC,TRUE,
2393,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,ac,18.615,18.615,min,HPLC,TRUE,
2394,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,ac,18.612,18.612,min,HPLC,TRUE,
2395,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,ac,18.613,18.613,min,HPLC,TRUE,
2396,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,ac,18.613,18.613,min,HPLC,TRUE,
2397,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,ac,18.614,18.614,min,HPLC,TRUE,
2398,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,ac,18.612,18.612,min,HPLC,TRUE,
2399,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-4,ac,18.615,18.615,min,HPLC,FALSE,
2400,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-5,ac,18.616,18.616,min,HPLC,FALSE,
2401,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-6,ac,18.615,18.615,min,HPLC,FALSE,
2402,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,ac,18.61,18.61,min,HPLC,TRUE,
2403,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,ac,18.604,18.604,min,HPLC,TRUE,
2404,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,ac,18.612,18.612,min,HPLC,TRUE,
2405,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,ac,18.616,18.616,min,HPLC,TRUE,
2406,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,ac,18.612,18.612,min,HPLC,TRUE,
2407,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,ac,18.617,18.617,min,HPLC,TRUE,
2408,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,ac,18.62,18.62,min,HPLC,TRUE,
2409,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,ac,18.615,18.615,min,HPLC,TRUE,
2410,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,ac,18.618,18.618,min,HPLC,TRUE,
2411,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,ac,18.619,18.619,min,HPLC,TRUE,
2412,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,ac,18.621,18.621,min,HPLC,TRUE,
2413,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,ac,18.62,18.62,min,HPLC,TRUE,
2414,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-4,ac,18.616,18.616,min,HPLC,TRUE,
2415,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-5,ac,18.618,18.618,min,HPLC,TRUE,
2416,ALEsKOs01,140902_5_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-6,ac,18.62,18.62,min,HPLC,TRUE,
2417,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,ac,18.612,18.612,min,HPLC,TRUE,
2418,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,ac,18.614,18.614,min,HPLC,TRUE,
2419,ALEsKOs01,140902_1_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,ac,18.622,18.622,min,HPLC,TRUE,
2420,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,ac,18.618,18.618,min,HPLC,TRUE,
2421,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,ac,18.618,18.618,min,HPLC,TRUE,
2422,ALEsKOs01,140902_2_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,ac,18.615,18.615,min,HPLC,TRUE,
2423,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,ac,18.617,18.617,min,HPLC,TRUE,
2424,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-5,ac,18.616,18.616,min,HPLC,TRUE,
2425,ALEsKOs01,140902_3_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-6,ac,18.617,18.617,min,HPLC,TRUE,
2426,ALEsKOs01,140902_4_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-4,ac,18.615,18.615,min,HPLC,TRUE,
